step,ep,score(50),best,loss,eps
198000,2491,4.14,22,0.5624536441918463,0.01
200000,2492,4.24,22,0.8609559608437121,0.01
202000,2496,4.62,22,0.6428001578804106,0.01
204000,2499,4.62,22,0.6216432798281312,0.01
206000,2500,4.82,23,0.36109078171662984,0.01
208000,2504,4.88,23,0.4932132357638329,0.01
210000,2504,4.88,23,0.49904751831665634,0.01
212000,2504,4.88,23,0.615966435475275,0.01
214000,2505,5.76,44,0.4191381521616131,0.01
216000,2507,5.94,44,0.6012261981610209,0.01
218000,2509,6.18,44,0.5220304826181382,0.01
220000,2510,6.18,44,0.45858131545595826,0.01
222000,2511,6.62,44,0.4690013431292027,0.01
224000,2515,6.42,44,0.33835849734023216,0.01
226000,2518,6.56,44,0.5817169189918786,0.01
228000,2521,6.48,44,0.5836898627877235,0.01
230000,2526,6.6,44,0.5703757944889367,0.01
232000,2529,6.7,44,0.56822666302789,0.01
234000,2529,6.7,44,0.2942099132295698,0.01
236000,2533,7.16,44,0.4004671731311828,0.01
238000,2538,6.92,44,0.3118034756369889,0.01
240000,2551,5.28,44,0.4912896318268031,0.01
242000,2561,3.08,44,0.6076064243214205,0.01
244000,2567,2.64,44,0.7500894454121589,0.01
246000,2570,2.64,44,0.4364493998279795,0.01
248000,2581,1.5,44,0.5249410400772467,0.01
250000,2592,1.08,44,0.49524244374595583,0.01
252000,2598,1.26,44,0.8038985721394419,0.01
254000,2607,1.34,44,0.8404560897918418,0.01
256000,2612,1.48,44,0.8182506303768605,0.01
258000,2617,1.5,44,0.37899744254071266,0.01
260000,2620,1.28,44,0.4618908622581512,0.01
262000,2624,1.6,44,0.6143537606718019,0.01
264000,2626,1.92,44,0.654024687546771,0.01
266000,2629,2.3,44,0.7251053981808946,0.01
268000,2632,2.4,44,0.5289396455138922,0.01
270000,2639,2.74,44,0.5954596855398268,0.01
272000,2640,2.86,44,0.4927475147275254,0.01
274000,2642,3.14,44,0.5232877675071359,0.01
276000,2646,3.46,44,0.6570080519327894,0.01
278000,2650,3.66,44,0.587632903419435,0.01
280000,2652,3.78,44,0.7493536701984703,0.01
282000,2656,4.2,44,0.8092093048710376,0.01
284000,2658,4.38,44,0.7321762777399272,0.01
286000,2661,4.5,44,0.6388998946454376,0.01
288000,2667,4.5,44,0.5418188461847603,0.01
290000,2671,4.34,44,0.8067281982395798,0.01
292000,2677,3.96,44,0.43465312734944744,0.01
294000,2680,3.84,44,0.5692794499220326,0.01
296000,2685,3.82,44,0.4713030757475644,0.01
298000,2689,4.08,44,0.6630325786909088,0.01
300000,2695,3.44,44,0.9381623747060075,0.01
302000,2697,3.54,44,0.7126862993370742,0.01
304000,2699,3.58,44,0.753300263513811,0.01
306000,2700,3.76,44,0.745827284338884,0.01
308000,2703,3.96,44,0.9679384399810806,0.01
310000,2707,3.98,44,0.6878053329838439,0.01
312000,2712,3.64,44,0.8654309687856585,0.01
314000,2716,3.78,44,0.8092775931302458,0.01
316000,2719,3.82,44,0.6381632593274117,0.01
318000,2721,4.04,44,0.8373801888525486,0.01
320000,2723,4.26,44,0.7913805010495707,0.01
322000,2727,4.42,44,0.9321399593120441,0.01
324000,2732,4.26,44,1.2679941000556574,0.01
326000,2739,4.0,44,0.9619796398282051,0.01
328000,2743,4.02,44,0.829889325494878,0.01
330000,2748,3.88,44,1.1886311482824385,0.01
332000,2751,3.56,44,0.6825784939294681,0.01
334000,2757,3.4,44,0.8070986382104457,0.01
336000,2763,3.28,44,0.955662324060686,0.01
338000,2764,3.3,44,0.859406009959057,0.01
340000,2767,3.62,44,0.6627475893637166,0.01
342000,2767,3.62,44,0.4835919588897377,0.01
344000,2767,3.62,44,0.5998157485947013,0.01
346000,2767,3.62,44,1.0153951270645485,0.01
348000,2768,5.08,73,0.7047318275924772,0.01
350000,2769,4.84,73,0.59040720152203,0.01
352000,2773,4.88,73,0.6433292025560513,0.01
354000,2777,4.94,73,0.4383316267840564,0.01
356000,2781,5.14,73,0.5739224245399237,0.01
358000,2790,4.78,73,0.6698424735059961,0.01
360000,2794,4.74,73,0.7674883045442402,0.01
362000,2797,5.0,73,0.6600674064131453,0.01
364000,2798,5.22,73,0.6608349753124639,0.01
366000,2798,5.22,73,0.8762904371274636,0.01
368000,2800,5.8,73,0.5200786926783622,0.01
370000,2806,5.68,73,0.5704433687916025,0.01
372000,2809,5.84,73,0.7545391435269266,0.01
374000,2815,5.64,73,0.5873463032534346,0.01
376000,2816,5.9,73,0.5987814369751141,0.01
378000,2821,3.86,73,0.7277177285309882,0.01
380000,2825,4.0,73,0.3893272803071886,0.01
382000,2828,3.9,73,0.6836408586101607,0.01
384000,2831,4.12,73,0.9564567118650302,0.01
386000,2832,4.28,73,0.4752133272308856,0.01
388000,2834,4.78,73,0.6024600680638105,0.01
390000,2835,4.9,73,0.7842566964030265,0.01
392000,2838,5.38,73,0.6705230952985585,0.01
394000,2840,5.36,73,0.4046428580582142,0.01
396000,2841,5.8,73,0.6652883961424232,0.01
398000,2841,5.8,73,0.44504950356669726,0.01
400000,2844,6.4,73,0.4728821442974731,0.01
402000,2856,4.9,73,0.7388115461962298,0.01
404000,2864,4.76,73,0.8541916066594422,0.01
406000,2872,4.16,73,0.7232060463540256,0.01
408000,2875,4.28,73,0.4749174307985231,0.01
410000,2878,4.32,73,0.5489824902266264,0.01
412000,2879,4.32,73,0.43056113199330864,0.01
414000,2882,4.42,73,0.7994204323505982,0.01
416000,2886,3.78,73,1.0604994426853955,0.01
418000,2889,3.94,73,0.6836666163150221,0.01
420000,2896,2.82,73,0.6797107850899919,0.01
422000,2898,3.08,73,0.668787945038639,0.01
424000,2902,3.34,73,0.7723916700761765,0.01
426000,2906,3.58,73,0.9535536545235663,0.01
428000,2909,3.54,73,0.7950552148278802,0.01
430000,2911,3.86,73,0.6681953074224293,0.01
432000,2912,4.14,73,0.8609257652750238,0.01
434000,2914,4.52,73,0.5576700415275991,0.01
436000,2916,4.48,73,0.7935493182111532,0.01
438000,2919,4.98,73,0.4750712104747072,0.01
440000,2920,5.14,73,0.8902244200604037,0.01
442000,2920,5.14,73,0.6149909749417566,0.01
444000,2921,6.1,73,0.4825971217942424,0.01
446000,2921,6.1,73,0.5162289437791333,0.01
448000,2923,6.54,73,0.6988110775267705,0.01
450000,2923,6.54,73,0.5652362636150792,0.01
452000,2924,7.02,73,0.6772423890884965,0.01
454000,2925,7.22,73,0.7883294147299602,0.01
456000,2925,7.22,73,0.4345856333337724,0.01
458000,2927,8.06,73,0.9867906270502135,0.01
460000,2929,8.14,73,0.7968169794371351,0.01
462000,2935,7.66,73,0.48421470274217426,0.01
464000,2938,7.48,73,0.7260212150914594,0.01
466000,2941,7.72,73,0.42435092868981883,0.01
468000,2944,8.02,73,0.5048926770198159,0.01
470000,2945,8.0,73,0.5212082532374188,0.01
472000,2948,8.2,73,0.6371782173402607,0.01
474000,2952,8.06,73,0.5031898298719898,0.01
476000,2956,8.22,73,0.7507170043815858,0.01
478000,2959,8.4,73,0.4645815466344356,0.01
480000,2962,8.08,73,0.6408141539990901,0.01
482000,2963,8.06,73,0.6109110659454018,0.01
484000,2967,7.88,73,0.6904891847725958,0.01
486000,2969,7.72,73,0.5438083166442812,0.01
488000,2976,4.84,73,0.7033191354339943,0.01
490000,2986,4.14,73,0.847978793848306,0.01
492000,2996,3.08,73,0.6729362588468939,0.01
494000,2998,3.22,73,0.7244261835003272,0.01
496000,3006,2.78,73,0.4794926761859097,0.01
498000,3011,2.54,73,1.0346752854716033,0.01
500000,3014,2.22,73,0.8598196570761502,0.01
502000,3016,2.48,73,0.891802331500221,0.01
504000,3018,2.64,73,0.7651202053949236,0.01
506000,3021,2.42,73,0.42358416961273176,0.01
508000,3022,2.88,73,0.4296339874411933,0.01
510000,3023,2.94,73,0.5400646113697439,0.01
512000,3026,3.46,73,0.6262624000268988,0.01
514000,3028,3.58,73,0.7026983712799847,0.01
516000,3030,3.76,73,0.8728927639871835,0.01
518000,3036,4.2,73,0.659984186817892,0.01
520000,3040,4.4,73,0.596352344788611,0.01
522000,3041,4.72,73,0.34273387359920887,0.01
524000,3042,4.88,73,0.526034367356915,0.01
526000,3043,5.36,73,0.6885939355753362,0.01
528000,3046,5.46,73,0.5717703708680346,0.01
530000,3049,5.54,73,0.5465608691237867,0.01
532000,3054,5.7,73,0.5088560396968387,0.01
534000,3056,5.98,73,0.2670982147403993,0.01
536000,3058,6.16,73,0.4631563862925395,0.01
538000,3058,6.16,73,0.7470549636636861,0.01
540000,3061,6.6,73,0.8865342681156472,0.01
542000,3064,6.6,73,0.5957292559836059,0.01
544000,3065,6.98,73,0.7150806768471375,0.01
546000,3069,6.7,73,0.5768225518218242,0.01
548000,3071,6.74,73,0.44316510229371486,0.01
550000,3077,5.88,73,0.5982784605165944,0.01
552000,3083,5.4,73,0.8463182807248085,0.01
554000,3087,5.44,73,1.0963307100441306,0.01
556000,3093,4.54,73,0.7224532709969208,0.01
558000,3095,4.62,73,0.7183679397171363,0.01
560000,3099,4.5,73,0.6813799164979719,0.01
562000,3102,4.48,73,1.1354924899898469,0.01
